"","Date of Payment","Expense type","Expense Area","Supplier","Transaction Number","Amount","Department and Entity"
"982",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291970,403.62,"United Kingdom Atomic Energy Authority"
"983",2013-08-05,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292176,447.38,"United Kingdom Atomic Energy Authority"
"984",2013-08-19,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292699,449.39,"United Kingdom Atomic Energy Authority"
"985",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291995,458.46,"United Kingdom Atomic Energy Authority"
"986",2013-08-14,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292513,520.07,"United Kingdom Atomic Energy Authority"
"987",2013-08-12,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292509,635.07,"United Kingdom Atomic Energy Authority"
"988",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291996,640.5,"United Kingdom Atomic Energy Authority"
"989",2013-08-19,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100292494,660.46,"United Kingdom Atomic Energy Authority"
"990",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291976,768.6,"United Kingdom Atomic Energy Authority"
"991",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291760,1297.77,"United Kingdom Atomic Energy Authority"
"992",2013-07-29,"MATERIALS & SPARES","FUSION","RS COMPONENTS LTD",5100291161,1874.7,"United Kingdom Atomic Energy Authority"
"993",2013-08-12,"HIRED STAFF","FUSION","RULLION ENGINEERING PERSONNEL LTD",5100292455,2904.13,"United Kingdom Atomic Energy Authority"
"994",2013-07-29,"CONSUMABLES","PROPERTY","SALT UNION LTD",5100291880,1365.54,"United Kingdom Atomic Energy Authority"
"995",2013-08-07,"IT EQUIPMENT NON CAPITAL","FUSION","SCAN COMPUTERS INTERNATIONAL LTD",5100292133,125.46,"United Kingdom Atomic Energy Authority"
"996",2013-07-29,"IT EQUIPMENT NON CAPITAL","FUSION","SCAN COMPUTERS INTERNATIONAL LTD",5100291913,3922.34,"United Kingdom Atomic Energy Authority"
"997",2013-08-19,"IT EQUIPMENT NON CAPITAL","FUSION","SCAN COMPUTERS INTERNATIONAL LTD",5100292707,4621.66,"United Kingdom Atomic Energy Authority"
"998",2013-08-12,"PLANT & EQUIPMENT","FUSION","SCHMERSAL LTD",5100292299,197.84,"United Kingdom Atomic Energy Authority"
"999",2013-08-19,"MATERIALS & SPARES","FUSION","SCHNEIDER ELECTRIC LIMITED",5100292736,307.68,"United Kingdom Atomic Energy Authority"
"1000",2013-08-12,"MATERIALS & SPARES","FUSION","SCHNEIDER ELECTRIC LIMITED",5100292435,8060,"United Kingdom Atomic Energy Authority"
"1001",2013-07-29,"MATERIALS & SPARES","FUSION","SCHROFF UK LTD",5100291961,28.32,"United Kingdom Atomic Energy Authority"
"1002",2013-08-19,"MATERIALS & SPARES","FUSION","SCHROFF UK LTD",5100292554,88.54,"United Kingdom Atomic Energy Authority"
"1003",2013-07-31,"MATERIALS & SPARES","FUSION","SCHROFF UK LTD",5100291756,648.24,"United Kingdom Atomic Energy Authority"
"1004",2013-07-29,"PROFESSIONAL SERVICES","FUSION","SCIENTIFICS LTD",5100291873,75,"United Kingdom Atomic Energy Authority"
"1005",2013-08-07,"PROFESSIONAL SERVICES","FUSION","SCIENTIFICS LTD",5100291862,115,"United Kingdom Atomic Energy Authority"
"1006",2013-08-07,"PROFESSIONAL SERVICES","FUSION","SCIENTIFICS LTD",5100291861,235,"United Kingdom Atomic Energy Authority"
"1007",2013-08-07,"PROFESSIONAL SERVICES","FUSION","SCIENTIFICS LTD",5100292110,235,"United Kingdom Atomic Energy Authority"
"1008",2013-08-21,"PROFESSIONAL SERVICES","FUSION","SCIENTIFICS LTD",5100292618,235,"United Kingdom Atomic Energy Authority"
"1009",2013-08-19,"PROFESSIONAL SERVICES","FUSION","SCIENTIFICS LTD",5100292489,275,"United Kingdom Atomic Energy Authority"
"1010",2013-08-07,"PROFESSIONAL SERVICES","FUSION","SCIENTIFICS LTD",5100292118,900,"United Kingdom Atomic Energy Authority"
"1011",2013-08-05,"PROFESSIONAL SERVICES","FUSION","SCIENTIFICS LTD",5100292109,1755,"United Kingdom Atomic Energy Authority"
"1012",2013-08-12,"PROFESSIONAL SERVICES","FUSION","SCIENTIFICS LTD",5100292483,2160,"United Kingdom Atomic Energy Authority"
"1013",2013-08-12,"PROFESSIONAL SERVICES","FUSION","SCIENTIFICS LTD",5100292486,2160,"United Kingdom Atomic Energy Authority"
"1014",2013-08-19,"SITE SUPPORT SERVICES","PROPERTY","SCION ESTATES",5100292562,1310,"United Kingdom Atomic Energy Authority"
"1015",2013-08-19,"SITE SUPPORT SERVICES","PROPERTY","SCION ESTATES",5100292566,2645,"United Kingdom Atomic Energy Authority"
"1016",2013-08-12,"SITE SUPPORT SERVICES","PROPERTY","SCION ESTATES",5100292424,10462.67,"United Kingdom Atomic Energy Authority"
"1017",2013-08-19,"MATERIALS & SPARES","FUSION","SCREWFIX DIRECT LTD",5100292737,20.8,"United Kingdom Atomic Energy Authority"
"1018",2013-08-19,"MATERIALS & SPARES","FUSION","SCREWFIX DIRECT LTD",5100292738,20.8,"United Kingdom Atomic Energy Authority"
"1019",2013-08-05,"MATERIALS & SPARES","FUSION","SCREWFIX DIRECT LTD",5100291801,26.02,"United Kingdom Atomic Energy Authority"
"1020",2013-08-05,"MATERIALS & SPARES","FUSION","SCREWFIX DIRECT LTD",5100292202,94.52,"United Kingdom Atomic Energy Authority"
"1021",2013-08-05,"CONSUMABLES","FUSION","SEAWARD ELECTRONIC LTD",5100291531,910,"United Kingdom Atomic Energy Authority"
"1022",2013-08-12,"SECURITY & EMERGENCY","PROPERTY","SHRED-IT",5100292423,325,"United Kingdom Atomic Energy Authority"
"1023",2013-07-29,"MATERIALS & SPARES","FUSION","SILGO LUBRICANTS",5100291810,4920,"United Kingdom Atomic Energy Authority"
"1024",2013-07-29,"PLANT & EQUIPMENT","FUSION","SM GAUGE COMPANY LIMITED",5100291803,126,"United Kingdom Atomic Energy Authority"
"1025",2013-08-13,"REGULATORY COSTS","FUSION","South Oxfordshire District Council",1900058663,770,"United Kingdom Atomic Energy Authority"
"1026",2013-08-14,"RATES","PROPERTY","SOUTH OXFORDSHIRE DISTRICT COUNCIL",5100292605,68766,"United Kingdom Atomic Energy Authority"
"1027",2013-08-14,"RATES","PROPERTY","SOUTH OXFORDSHIRE DISTRICT COUNCIL",5100292606,125286,"United Kingdom Atomic Energy Authority"
"1028",2013-08-05,"MATERIALS & SPARES","FUSION","SP SERVICES UK LTD",5100292033,11,"United Kingdom Atomic Energy Authority"
"1029",2013-07-31,"MATERIALS & SPARES","FUSION","SP SERVICES UK LTD",5100291903,50.36,"United Kingdom Atomic Energy Authority"
"1030",2013-07-29,"MATERIALS & SPARES","FUSION","SP SERVICES UK LTD",5100291763,96.05,"United Kingdom Atomic Energy Authority"
"1031",2013-08-19,"PLANT & EQUIPMENT","FUSION","SPANOPTIC LTD",5100292582,571,"United Kingdom Atomic Energy Authority"
"1032",2013-08-12,"PLANT & EQUIPMENT","FUSION","SPANOPTIC LTD",5100292279,1187,"United Kingdom Atomic Energy Authority"
"1033",2013-08-19,"PROFESSIONAL SERVICES","FUSION","SPECIALIST WELDING SERVICES",5100292575,180,"United Kingdom Atomic Energy Authority"
"1034",2013-07-29,"SOFTWARE","FUSION","SPIDEX SOFTWARE LTD",5100291979,2700,"United Kingdom Atomic Energy Authority"
"1035",2013-08-06,"TRAINING COURSE FEES","FUSION","Sprachenschule Doppelpunkt",1900058619,738.73,"United Kingdom Atomic Energy Authority"
"1036",2013-08-21,"CONFERENCES/MEETINGS","FUSION","St Anne's College Services Co Ltd",1900058694,900,"United Kingdom Atomic Energy Authority"
"1037",2013-08-05,"CONFERENCES ","FUSION","ST EDMUND HALL",5100292111,2989.79,"United Kingdom Atomic Energy Authority"
"1038",2013-08-19,"CONFERENCES ","FUSION","ST EDMUND HALL",5100292691,26631.08,"United Kingdom Atomic Energy Authority"
"1039",2013-08-19,"CONSUMABLES","FUSION","STRUERS LTD",5100292371,-1000,"United Kingdom Atomic Energy Authority"
"1040",2013-08-19,"CONSUMABLES","FUSION","STRUERS LTD",5100289891,78,"United Kingdom Atomic Energy Authority"
"1041",2013-08-19,"CONSUMABLES","FUSION","STRUERS LTD",5100289597,277,"United Kingdom Atomic Energy Authority"
"1042",2013-08-19,"CONSUMABLES","FUSION","STRUERS LTD",5100289889,3235,"United Kingdom Atomic Energy Authority"
"1043",2013-08-14,"VEHICLE REPAIRS","FUSION","SUTTON COURTENAY TYRES",5100292227,359,"United Kingdom Atomic Energy Authority"
"1044",2013-08-14,"PROFESSIONAL SERVICES","FUSION","SWAGELOK LONDON",5100291571,92.71,"United Kingdom Atomic Energy Authority"
"1045",2013-08-14,"PROFESSIONAL SERVICES","FUSION","SWAGELOK LONDON",5100292073,109.25,"United Kingdom Atomic Energy Authority"
"1046",2013-08-14,"PROFESSIONAL SERVICES","FUSION","SWAGELOK LONDON",5100292023,122.21,"United Kingdom Atomic Energy Authority"
"1047",2013-08-05,"PROFESSIONAL SERVICES","FUSION","SWAGELOK LONDON",5100292074,211,"United Kingdom Atomic Energy Authority"
"1048",2013-08-12,"PROFESSIONAL SERVICES","FUSION","SWAGELOK LONDON",5100292075,211.73,"United Kingdom Atomic Energy Authority"
"1049",2013-08-21,"PROFESSIONAL SERVICES","FUSION","SWAGELOK LONDON",5100292560,368.87,"United Kingdom Atomic Energy Authority"
"1050",2013-08-14,"PROFESSIONAL SERVICES","FUSION","SWAGELOK LONDON",5100292151,377.19,"United Kingdom Atomic Energy Authority"
"1051",2013-08-14,"PROFESSIONAL SERVICES","FUSION","SWAGELOK LONDON",5100292072,504.9,"United Kingdom Atomic Energy Authority"
"1052",2013-07-29,"PROFESSIONAL SERVICES","FUSION","SWAGELOK LONDON",5100291835,539.22,"United Kingdom Atomic Energy Authority"
"1053",2013-08-14,"PROFESSIONAL SERVICES","FUSION","SWAGELOK LONDON",5100292107,1508.76,"United Kingdom Atomic Energy Authority"
"1054",2013-08-21,"PROFESSIONAL SERVICES","FUSION","SWAGELOK LONDON",5100292572,1718.53,"United Kingdom Atomic Energy Authority"
"1055",2013-08-14,"PROFESSIONAL SERVICES","FUSION","SWAGELOK LONDON",5100291577,2331.5,"United Kingdom Atomic Energy Authority"
"1056",2013-08-05,"TRAINING COSTS","SUPPORT SERVICES","SWETS INFORMATION SERVICES LTD",5100292106,3487.85,"United Kingdom Atomic Energy Authority"
"1057",2013-07-29,"CONSUMABLES","SUPPORT SERVICES","SYNERGY HEALTH LABORATORY SERVICES",5100291949,87.5,"United Kingdom Atomic Energy Authority"
"1058",2013-08-12,"HIRED STAFF","FUSION","TESSELLA PLC",5100292357,9552.73,"United Kingdom Atomic Energy Authority"
"1059",2013-08-12,"HIRED STAFF","FUSION","TESSELLA PLC",5100292356,12035.7,"United Kingdom Atomic Energy Authority"
"1060",2013-08-12,"HIRED STAFF","FUSION","TESSELLA PLC",5100292354,12306.15,"United Kingdom Atomic Energy Authority"
"1061",2013-08-19,"PLANT SPARES","FUSION","TEWKESBURY (DIAMOND CHROMS) PLATING",5100287695,640,"United Kingdom Atomic Energy Authority"
"1062",2013-08-14,"PLANT SPARES","FUSION","THAMES RESTEK UK LIMITED ",5100292171,84.67,"United Kingdom Atomic Energy Authority"
"1063",2013-08-07,"PLANT & EQUIPMENT","FUSION","THAMES VALLEY SAW SERVICE LTD",5100292228,669.2,"United Kingdom Atomic Energy Authority"
"1064",2013-08-05,"UTILITIES/WATER","PROPERTY","THAMES WATER UTILITIES",5100292154,5048.07,"United Kingdom Atomic Energy Authority"
"1065",2013-08-12,"UTILITIES/WATER","PROPERTY","THAMES WATER UTILITIES",5100292440,33838.81,"United Kingdom Atomic Energy Authority"
"1066",2013-07-29,"MATERIALS & SPARES","FUSION","THE BARCODE WAREHOUSE LTD",5100291867,260.59,"United Kingdom Atomic Energy Authority"
"1067",2013-08-12,"BOOKS & PUBLICATIONS","SUPPORT SERVICES","THE BRITISH LIBRARY",5100292281,12,"United Kingdom Atomic Energy Authority"
"1068",2013-08-12,"BOOKS & PUBLICATIONS","SUPPORT SERVICES","THE BRITISH LIBRARY",5100292282,136,"United Kingdom Atomic Energy Authority"
"1069",2013-08-12,"PROFESSIONAL SERVICES","SUPPORT SERVICES","THE COPYRIGHT LICENSING AGENCY LIMI",5100292225,7854.8,"United Kingdom Atomic Energy Authority"
"1070",2013-08-01,"TRAINING COURSE FEES","FUSION","The IET",1900058595,2640,"United Kingdom Atomic Energy Authority"
"1071",2013-08-05,"PLANT & EQUIPMENT","FUSION","THE RALIN GROUP LTD",5100290864,539.2,"United Kingdom Atomic Energy Authority"
"1072",2013-08-05,"PLANT & EQUIPMENT","FUSION","THE RALIN GROUP LTD",5100290863,12552.1,"United Kingdom Atomic Energy Authority"
"1073",2013-08-12,"BOOKS & PUBLICATIONS","SUPPORT SERVICES","THE STATIONERY OFFICE",5100292438,2342.65,"United Kingdom Atomic Energy Authority"
"1074",2013-08-05,"PLANT & EQUIPMENT","PROPERTY","THERMAC (HIRE) LTD",5100292198,74.04,"United Kingdom Atomic Energy Authority"
"1075",2013-08-12,"MATERIALS & SPARES","FUSION","THORLABS LTD",5100292303,24.8,"United Kingdom Atomic Energy Authority"
"1076",2013-07-29,"MATERIALS & SPARES","FUSION","THORLABS LTD",5100291874,121.7,"United Kingdom Atomic Energy Authority"
"1077",2013-08-12,"MATERIALS & SPARES","FUSION","THORLABS LTD",5100292224,646.73,"United Kingdom Atomic Energy Authority"
"1078",2013-08-19,"MATERIALS & SPARES","FUSION","THORLABS LTD",5100292597,726.64,"United Kingdom Atomic Energy Authority"
"1079",2013-08-12,"BUILDING REPAIRS","FUSION","TILL & WHITEHEAD LTD",5100292338,6.38,"United Kingdom Atomic Energy Authority"
"1080",2013-08-12,"BUILDING REPAIRS","FUSION","TILL & WHITEHEAD LTD",5100292340,41.58,"United Kingdom Atomic Energy Authority"
"1081",2013-08-12,"BUILDING REPAIRS","FUSION","TILL & WHITEHEAD LTD",5100292336,203.76,"United Kingdom Atomic Energy Authority"
"1082",2013-08-12,"BUILDING REPAIRS","FUSION","TILL & WHITEHEAD LTD",5100292339,204.84,"United Kingdom Atomic Energy Authority"
"1083",2013-08-12,"BUILDING REPAIRS","FUSION","TILL & WHITEHEAD LTD",5100292337,220.4,"United Kingdom Atomic Energy Authority"
"1084",2013-07-30,"MATERIALS & SPARES","FUSION","Tiverton Fabrications Ltd",1900058569,142.51,"United Kingdom Atomic Energy Authority"
"1085",2013-08-12,"MATERIALS & SPARES","FUSION","TLC DIRECT",5100292473,482.5,"United Kingdom Atomic Energy Authority"
"1086",2013-08-14,"RECRUITMENT COSTS","FUSION","TMP (UK) LTD",5100290723,609.1,"United Kingdom Atomic Energy Authority"
"1087",2013-07-29,"SOFTWARE","FUSION","TRANSCENDATA EUROPE LIMITED",5100291366,2365,"United Kingdom Atomic Energy Authority"
"1088",2013-08-14,"HIRED STAFF","FUSION","TRASYS",5100291955,7004.85,"United Kingdom Atomic Energy Authority"
"1089",2013-07-31,"HIRED STAFF","FUSION","TRASYS",5100291954,7794.75,"United Kingdom Atomic Energy Authority"
"1090",2013-08-14,"HIRED STAFF","FUSION","TRASYS",5100291952,9082.61,"United Kingdom Atomic Energy Authority"
"1091",2013-07-31,"HIRED STAFF","FUSION","TRASYS",5100291953,10815,"United Kingdom Atomic Energy Authority"
"1092",2013-08-14,"SECURITY & EMERGENCY","PROPERTY","TRINITY PROTETION SYSTEMS",5100292426,40.86,"United Kingdom Atomic Energy Authority"
"1093",2013-08-05,"SECURITY & EMERGENCY","PROPERTY","TRINITY PROTETION SYSTEMS",5100291974,2701.47,"United Kingdom Atomic Energy Authority"
"1094",2013-07-29,"MATERIALS & SPARES","FUSION","TVH",5100291779,116.4,"United Kingdom Atomic Energy Authority"
"1095",2013-08-19,"MATERIALS & SPARES","FUSION","TVH",5100292238,242.26,"United Kingdom Atomic Energy Authority"
"1096",2013-07-29,"MATERIALS & SPARES","FUSION","TVH",5100291780,286.6,"United Kingdom Atomic Energy Authority"
"1097",2013-08-12,"REPAIRS & MAINTENANCE","FUSION","UK Drive Systems Ltd",1900058651,322.2,"United Kingdom Atomic Energy Authority"
"1098",2013-08-12,"MATERIALS & SPARES","FUSION","UNDERWOODS ELECTRICAL DISTRIBUTORS",5100292328,262.52,"United Kingdom Atomic Energy Authority"
"1099",2013-07-29,"MATERIALS & SPARES","FUSION","UNDERWOODS ELECTRICAL DISTRIBUTORS",5100291817,391,"United Kingdom Atomic Energy Authority"
"1100",2013-08-19,"UNIVERSITY PLACEMENT","FUSION","UNIVERSITY OF DURHAM",5100292048,3951.01,"United Kingdom Atomic Energy Authority"
"1101",2013-07-29,"UNIVERSITY PLACEMENT","FUSION","UNIVERSITY OF LIVERPOOL",5100291981,570,"United Kingdom Atomic Energy Authority"
"1102",2013-08-12,"UNIVERSITY PLACEMENT","FUSION","UNIVERSITY OF YORK",5100292318,1431.43,"United Kingdom Atomic Energy Authority"
"1103",2013-08-12,"UNIVERSITY PLACEMENT","FUSION","UNIVERSITY OF YORK",5100292319,1431.43,"United Kingdom Atomic Energy Authority"
"1104",2013-08-12,"UNIVERSITY PLACEMENT","FUSION","UNIVERSITY OF YORK",5100292313,1945.45,"United Kingdom Atomic Energy Authority"
"1105",2013-08-12,"UNIVERSITY PLACEMENT","FUSION","UNIVERSITY OF YORK",5100292315,2067.25,"United Kingdom Atomic Energy Authority"
"1106",2013-08-12,"UNIVERSITY PLACEMENT","FUSION","UNIVERSITY OF YORK",5100292314,2072.66,"United Kingdom Atomic Energy Authority"
"1107",2013-08-12,"UNIVERSITY PLACEMENT","FUSION","UNIVERSITY OF YORK",5100292317,2985.16,"United Kingdom Atomic Energy Authority"
"1108",2013-08-19,"UNIVERSITY PLACEMENT","FUSION","UNIVERSITY OF YORK",5100292613,5848.09,"United Kingdom Atomic Energy Authority"
"1109",2013-07-31,"MATERIALS & SPARES","FUSION","VACOM VAKUUM KOMPONENTEN",5100291380,161.53,"United Kingdom Atomic Energy Authority"
"1110",2013-08-12,"IT EQUIPMENT NON CAPITAL","FUSION","VIDEK LTD",5100292277,737.95,"United Kingdom Atomic Energy Authority"
"1111",2013-08-03,"EFDA TRAVEL EXPENSES","FUSION","VISITOR EXPENSES",100694170,4.5,"United Kingdom Atomic Energy Authority"
"1112",2013-08-07,"VISITOR EXPENSES","SUPPORT SERVICES","VISITOR EXPENSES",1900058634,24.3,"United Kingdom Atomic Energy Authority"
"1113",2013-08-06,"VISITOR EXPENSES","FUSION","VISITOR EXPENSES",1900058608,120,"United Kingdom Atomic Energy Authority"
"1114",2013-08-06,"VISITOR EXPENSES","FUSION","VISITOR EXPENSES",1900058609,120,"United Kingdom Atomic Energy Authority"
"1115",2013-08-06,"VISITOR EXPENSES","FUSION","VISITOR EXPENSES",1900058612,153.1,"United Kingdom Atomic Energy Authority"
"1116",2013-08-03,"EFDA TRAVEL EXPENSES","FUSION","VISITOR EXPENSES",100694163,187.14,"United Kingdom Atomic Energy Authority"
"1117",2013-08-03,"EFDA TRAVEL EXPENSES","FUSION","VISITOR EXPENSES",100694162,203.55,"United Kingdom Atomic Energy Authority"
"1118",2013-08-06,"VISITOR EXPENSES","FUSION","VISITOR EXPENSES",1900058607,248,"United Kingdom Atomic Energy Authority"
"1119",2013-08-06,"VISITOR EXPENSES","FUSION","VISITOR EXPENSES",1900058611,259.8,"United Kingdom Atomic Energy Authority"
"1120",2013-08-06,"VISITOR EXPENSES","FUSION","VISITOR EXPENSES",1900058613,262.97,"United Kingdom Atomic Energy Authority"
"1121",2013-08-06,"VISITOR EXPENSES","FUSION","VISITOR EXPENSES",1900058610,274.96,"United Kingdom Atomic Energy Authority"
"1122",2013-08-06,"VISITOR EXPENSES","FUSION","VISITOR EXPENSES",1900058614,280,"United Kingdom Atomic Energy Authority"
"1123",2013-08-07,"VISITOR EXPENSES","SUPPORT SERVICES","VISITOR EXPENSES",1900058633,280.46,"United Kingdom Atomic Energy Authority"
"1124",2013-08-06,"VISITOR EXPENSES","FUSION","VISITOR EXPENSES",1900058606,297.7,"United Kingdom Atomic Energy Authority"
"1125",2013-08-19,"VISITOR EXPENSES","FUSION","VISITOR EXPENSES",1900058678,319.2,"United Kingdom Atomic Energy Authority"
"1126",2013-08-09,"VISITOR EXPENSES","FUSION","VISITOR EXPENSES",1900058645,349.8,"United Kingdom Atomic Energy Authority"
"1127",2013-08-02,"VISITOR EXPENSES","FUSION","VISITOR EXPENSES",1900058598,352.65,"United Kingdom Atomic Energy Authority"
"1128",2013-08-06,"VISITOR EXPENSES","FUSION","VISITOR EXPENSES",1900058602,394.7,"United Kingdom Atomic Energy Authority"
"1129",2013-08-15,"VISITOR EXPENSES","FUSION","VISITOR EXPENSES",1900058674,404.45,"United Kingdom Atomic Energy Authority"
"1130",2013-08-15,"VISITOR EXPENSES","FUSION","VISITOR EXPENSES",1900058675,420.16,"United Kingdom Atomic Energy Authority"
"1131",2013-08-10,"EFDA TRAVEL EXPENSES","FUSION","VISITOR EXPENSES",100694222,680.51,"United Kingdom Atomic Energy Authority"
"1132",2013-08-10,"EFDA TRAVEL EXPENSES","FUSION","VISITOR EXPENSES",100694224,1236.91,"United Kingdom Atomic Energy Authority"
"1133",2013-08-14,"PROFESSIONAL SERVICES","FUSION","VT NUCLEAR SERVICES LTD",5100292480,150.52,"United Kingdom Atomic Energy Authority"
"1134",2013-08-21,"PROFESSIONAL SERVICES","FUSION","VWR INTERNATIONAL LTD",5100292656,254,"United Kingdom Atomic Energy Authority"
"1135",2013-08-05,"MATERIALS & SPARES","FUSION","WALL COLMONOY",5100292150,146.9,"United Kingdom Atomic Energy Authority"
"1136",2013-08-05,"MATERIALS & SPARES","FUSION","WALL COLMONOY",5100292148,1017,"United Kingdom Atomic Energy Authority"
"1137",2013-08-05,"MATERIALS & SPARES","FUSION","WALL COLMONOY",5100292149,1306,"United Kingdom Atomic Energy Authority"
"1138",2013-08-12,"MATERIALS & SPARES","FUSION","WELLINGTON ENGINEERING",5100292294,400,"United Kingdom Atomic Energy Authority"
"1139",2013-08-12,"MATERIALS & SPARES","FUSION","WELLINGTON ENGINEERING",5100292298,33105.5,"United Kingdom Atomic Energy Authority"
"1140",2013-08-01,"PROFESSIONAL SERVICES","FUSION","Wilde Analysis Ltd",1900058594,1806.72,"United Kingdom Atomic Energy Authority"
"1141",2013-07-29,"MATERIALS & SPARES","FUSION","WOODSTOCK INDUSTRIAL SUPPLIES LTD",5100291834,72.3,"United Kingdom Atomic Energy Authority"
"1142",2013-08-12,"TRAINING COURSE FEES","PROPERTY","WORKPLACE LAW GROUP LTD",5100292490,249,"United Kingdom Atomic Energy Authority"
"1143",2013-08-05,"PLANT & EQUIPMENT","FUSION","YOKOGAWA MEASUREMENT TECHNOLOGIES",5100292046,94,"United Kingdom Atomic Energy Authority"
