"","Department","Entity","Date","Expense Type","Expense Area","Supplier ","Transaction Number"," Amount ","Description","Supplier Postcode","Supplier Type","Contract Number","Project Code","Expenditure Type","Vat Registration Number"
"356","Defra","Core Defra",2013-02-21,"Other Current Payments (Evidence R&D)","Policy Delivery DG","Ricardo-A E A Ltd","6150575",123014,"Translation of marine conservation zones consultation executive summary into Welsh","OX11 0QR","","Exempt","RESCOORD","Expense",""
"357","Defra","Core Defra",2013-02-21,"Other Current Payments (Evidence R&D)","Policy Delivery DG","Ricardo-A E A Ltd","6150790",36817,"Programme of Research Preparedness, Adaptation & Risk ","OX11 0QR","","Exempt","RESCOORD","Expense",""
"358","Defra","Core Defra",2013-02-05,"Other Current Payments (Evidence R&D)","Policy Delivery DG","Frontier Economics Ltd","6040",46323,"Economics of Climate Resilience 2012/13","WC1V 6DA","SME","exempt","CA040100","Expense",""
"359","Defra","Core Defra",2013-02-13,"Evidence Non R&D","Policy Delivery DG","SKM Enviros","JW02736",28915.36,"WasteDataFlow administration and management - January 2013","CB3 6DP","","13908","00000000","Expense",""
"360","Defra","Core Defra",2013-02-05,"Current Grants E","Policy Delivery DG","Environment Agency","1150009",199000,"Funding for Maintenance of Flycapture Database","BS1 5AH","","17206","WPWC0004","Expense",""
"361","Defra","Core Defra",2013-02-07,"Grant-in Aid Payments","Policy Delivery DG","S E P A","9058397",517000,"Waste Shipments to Scottish Environment Protection Agency","FK9 4TR","SME","exempt","00000000","Expense",""
"362","Defra","Core Defra",2013-02-05,"Evidence Non R&D","Policy Delivery DG","SKM Enviros","JW02696",28915.36,"Waste Data Flow administration and management - December 2012","CB3 6DP","","13908","00000000","Expense",""
"363","Defra","Core Defra",2013-02-01,"Application Services/Applications On-Boarding","Policy Delivery DG","IBM United Kingdom Ltd","5801130351",29587.84,"Logical Data Model Consultancy; Time and materials","GU1 2LD","","FRW10040-00","02DWDWIE","Expense",""
"364","Defra","Core Defra",2013-02-05,"Other Current Payments (Evidence R&D)","Policy Delivery DG","Animal Health and Veterinary Laboratories Agency","5000022437",32150,"Extension of capability and resilience for the UK Water Industry Research contract","YO1 7PX","SME","Exempt","00000000","Expense",""
"365","Defra","Core Defra",2013-02-25,"Other Current Payments (Evidence R&D)","Strategy, Evidence and Customers DG","G H K Consulting Ltd","30405557",54000,"The Red Tape Challenge review - Smarter Environmental Regulation for a Greener Economy","EC1R 5BL","SME","","BRBR0113","Expense",""
"366","Defra","Core Defra",2013-02-05,"Publicity Campaigns","Strategy, Evidence and Customers DG","Cabinet Office RM Shared Services","250006159",45600,"Central Office of Information (COI) News and PR Services - April 2011 to March 2012 ( last quarter to pay)","CF14 3UW","","Exempt","00000000","Expense",""
"367","Defra","Core Defra",2013-02-11,"Inwards Secondments","Strategy, Evidence and Customers DG","Office Of Fair Trading","GEN000793",72761.1,"Reimbursement of salary costs for secondee","EC4Y 8JX","","Exempt","00000000","Expense",""
"368","Defra","Core Defra",2013-02-19,"Work package/WPO Implementation","Chief Operating Officer DG","IBM United Kingdom Ltd","5801130681",31721.51,"Lumension device control - December 2012","GU1 2LD","","FRW10040-00","P030005E","Expense",""
"369","Defra","Core Defra",2013-02-07,"Work package/WPO Implementation","Chief Operating Officer DG","IBM United Kingdom Ltd","5812120960",31722,"Lumension device control - December 2012","GU1 2LD","","FRW10040-00","P030005E","Expense",""
"370","Defra","Core Defra",2013-02-21,"Other Current Payments E","Chief Operating Officer DG","Foden Grealy Limited","505375",40890,"Defra Network Open Working Programme - January 2013","HG1 2NA","SME","16825","P1300000","Expense",""
"371","Defra","Core Defra",2013-02-01,"Grant-in Aid Payments","Chief Operating Officer DG","Royal Botanic Gardens Kew","KEWGIA111213",2e+06,"Grant in Aid payment to The Royal Botanical Gardens at Kew","TW9 3AB","","17273","00000000","Expense",""
"372","Defra","Core Defra",2013-02-11,"Redfern Suspense","Central Finance Group","Redfern Travel Ltd","048039",116699.86,"Official travel and accommodation costs for December 2012","BD1 3AZ","SME","","00000000","Asset",""
"373","Defra","Core Defra",2013-02-05,"Current Grants E","Policy Delivery DG","Isle of Wight AONB","280113",79271,"2012/13 Area of Outstanding Natural Beauty Grant in Aid Payment  - Isle of Wight","PO30 2QS","","exempt","00000000","Expense",""
"374","Defra","Core Defra",2013-02-01,"Current Grants E","Policy Delivery DG","Northumberland Coast AONB","250113",80682,"2012/13 Area of Outstanding Natural Beauty Grant in Aid Payment  - Northumberland Coast","NE61 2EF","","exempt","00000000","Expense",""
"375","Defra","Core Defra",2013-02-01,"Current Grants E","Policy Delivery DG","Dorset County Council","1800227928",262338,"2012/13 Area of Outstanding Natural Beauty Grant in Aid Payment  - Dorset County Council","DT1 1XJ","","Exempt","00000000","Expense",""
"376","Defra","Core Defra",2013-02-13,"Current Grants E","Policy Delivery DG","Cranborne Chase and West Wiltshire Downs AONB","300113",149053.45,"2012/13 Area of Outstanding Natural Beauty Grant in Aid Payment - Cranborne Chase and West Wiltshire Downs","BA14 8JN","","exempt","00000000","Expense",""
"377","Defra","Core Defra",2013-02-11,"Current Grants E","Policy Delivery DG","Arnside and Silverdale AONB","160113",106070.41,"2012/13 Area of Outstanding Natural Beauty Grant in Aid Payment - Arnside and Silverdale","LA1 1PJ","","exempt","00000000","Expense",""
"378","Defra","Core Defra",2013-02-05,"Current Grants E","Policy Delivery DG","Tamar Valley AONB","290113",141631.06,"2012/13 Area of Outstanding Natural Beauty Grant in Aid Payment - Tamar Valley","TR1 3AY","","exempt","00000000","Expense",""
"379","Defra","Core Defra",2013-02-05,"Current Grants E","Policy Delivery DG","North Pennines AONB Partnership","230113",262443,"2012/13 Area of Outstanding Natural Beauty Grant in Aid Payment - North Pennines","DL13 2UY","","exempt","00000000","Expense",""
"380","Defra","Core Defra",2013-02-01,"Current Grants E","Policy Delivery DG","Cornwall AONB Unit","210113",137741.66,"2012/13 Area of Outstanding Natural Beauty Grant in Aid Payment - Cornwall","TR1 3AY","","exempt","00000000","Expense",""
"381","Defra","Core Defra",2013-02-05,"Current Grants E","Policy Delivery DG","Cannock Chase AONB","280113",99746.84,"2012/13 Area of Outstanding Natural Beauty Grant in Aid Payment - Cannock Chase","ST16 2DH","","exempt","00000000","Expense",""
"382","Defra","Core Defra",2013-02-13,"Current Grants E","Policy Delivery DG","Suffolk Coast & Heaths AONB","310113",134628,"2012/13 Area of Outstanding Natural Beauty Grant in Aid Payment - Suffolk Coast and Heaths","IP1 2DH","","exempt","00000000","Expense",""
"383","Defra","Core Defra",2013-02-13,"Current Grants E","Policy Delivery DG","North Devon Coast AONB","310113",72143.47,"2012/13 Area of Outstanding Natural Beauty Grant in Aid Payment - North Devon Coast","EX2 4QJ","","exempt","00000000","Expense",""
"384","Defra","Core Defra",2013-02-05,"Grant-in Aid Payments","Policy Delivery DG","The National Forest Co","280113",144884,"2012/13 Grant in Aid payment - National Forest Company February 2013","DE12 6BA","SME","Exempt","00000000","Expense",""
"385","Defra","Core Defra",2013-02-05,"Current Grants E","Policy Delivery DG","East Sussex County Council (High Weald AONB)","250113",220553,"2012/13 Area of Outstanding Natural Beauty Grant in Aid Payment - High Weald","BN7 1UE","","exempt","00000000","Expense",""
"386","Defra","Core Defra",2013-02-13,"Current Grants E","Policy Delivery DG","North Wessex Downs AONB","300113",178350.47,"2012/13 Area of Outstanding Natural Beauty Grant in Aid Payment - North Wessex Downs","BA14 8JN","","exempt","00000000","Expense",""
"387","Defra","Core Defra",2013-02-13,"Current Grants E","Policy Delivery DG","Lincolnshire Wolds AONB.","010213",97488,"2012/13 Area of Outstanding Natural Beauty Grant in Aid Payment - Lincolnshire Wolds","LN1 1YL","","exempt","00000000","Expense",""
"388","Defra","Core Defra",2013-02-13,"Current Grants E","Policy Delivery DG","Blackdown Hills AONB","311212",111141.05,"2012/13 Area of Outstanding Natural Beauty Grant in Aid Payment - Blackdown Hills","EX2 4QJ","","exempt","00000000","Expense",""
"389","Defra","Core Defra",2013-02-01,"Current Grants E","Policy Delivery DG","North Yorkshire County Council","23JAN13",100227,"2012/13 Area of Outstanding Natural Beauty Grant in Aid Payment - Howardian Hills ","DL7 8AL","","exempt","00000000","Expense",""
"390","Defra","Core Defra",2013-02-11,"Current Grants E","Policy Delivery DG","Shropshire Hills AONB","290113",128384,"2012/13 Area of Outstanding Natural Beauty Grant in Aid Payment - Shropshire Hills","SY2 6ND","","exempt","00000000","Expense",""
"391","Defra","Core Defra",2013-02-05,"Current Grants E","Policy Delivery DG","Norfolk Coast AONB","280113",101856.95,"2012/13 Area of Outstanding Natural Beauty Grant in Aid Payment - Norfolk Coast","NR1 2SG","","exempt","00000000","Expense",""
"392","Defra","Core Defra",2013-02-01,"Current Grants E","Policy Delivery DG","Chichester Harbour AONB","240113",120029,"2012/13 Area of Outstanding Natural Beauty Grant in Aid Payment - Chichester Harbour","PO20 7AW","","exempt","00000000","Expense",""
"393","Defra","Core Defra",2013-02-13,"Current Grants E","Policy Delivery DG","Forest of Bowland AONB","310113",156190.82,"2012/13 Area of Outstanding Natural Beauty Grant in Aid Payment - Forest of Bowland","PR1 0LD","","exempt","00000000","Expense",""
"394","Defra","Core Defra",2013-02-11,"Current Grants E","Policy Delivery DG","Surrey Hills AONB","300113",150549.75,"2012/13 Area of Outstanding Natural Beauty Grant in Aid Payment - Surrey Hills","KT1 2DN","","exempt","00000000","Expense",""
"395","Defra","Core Defra",2013-02-05,"Current Grants E","Policy Delivery DG","Solway Coast AONB Partnership","240113",108744.82,"2012/13 Area of Outstanding Natural Beauty Grant in Aid Payment - Solway Coast","CA14 3YJ","","exempt","00000000","Expense",""
"396","Defra","Core Defra",2013-02-01,"Current Grants E","Policy Delivery DG","Wye Valley AONB","310113",107188,"2012/13 Area of Outstanding Natural Beauty Grant in Aid Payment - Wye Valley","NP25 3NG","SME","exemot","00000000","Expense",""
"397","Defra","Core Defra",2013-02-15,"Evidence Non R&D","Policy Delivery DG","United Nations Environment Prog","120213",406000,"International Biodiversity, Ecosystems and Evidence grant","00100","","","00000000","Expense",""
"398","Defra","Core Defra",2013-02-19,"Current Grants E","Policy Delivery DG","University Of Exeter","240113",35827,"Darwin Initiative Grant Payment - University of Exeter - Implementing a Darwin Initiative Biodiversity Action Plan for Ascension Island (2012-2015)","EX4 4QJ","","Exempt","DARWINXX","Expense",""
"399","Defra","Core Defra",2013-02-27,"Current Transfers Abroad UK","Policy Delivery DG","United Nations Environment Prog","UNEPCMS",35000,"International Biodiversity, Ecosystems and Evidence Darwin Initiative Grant Payment","","","","00000000","Expense",""
"400","Defra","Core Defra",2013-02-19,"Current Grants E","Policy Delivery DG","International Inst For Env & Dev","0402133497250",34972.5,"Darwin Initiative Grant Payment - International Institute for Environment and Development - Mainstreaming biodiversity and development (2012-2015) October-December 2012","WC1X 8NH","SME","Exempt","DARWDFID","Expense",""
"401","Defra","Core Defra",2013-02-11,"Evidence Non R&D","Policy Delivery DG","Food & Environment Research Agency","F0027051",217952,"FERA projects - Memorandum of Understanding Quarter 3 01/10/2012 to 31/12/2012","YO41 1LZ","","16731","00000000","Expense",""
"402","Defra","Core Defra",2013-02-19,"Current Grants E","Policy Delivery DG","International Inst For Env & Dev","040213",33172,"Darwin Initiative Grant Payment - International Institute for Environment and Development - Building capacity for conservation through poverty alleviation (2012-2015) October-December 2012","WC1X 8NH","SME","Exempt","DARWDFID","Expense",""
"403","Defra","Core Defra",2013-02-25,"Other Current Payments E","Policy Delivery DG","Centre For Ecology & Hydrology","7060004002",34434.35,"Biological recording, analysis and interpretation 2011-12","OX10 8BB","SME","Exempt MOU","00000000","Expense",""
"404","Defra","Core Defra",2013-02-19,"Current Grants E","Policy Delivery DG","Fauna & Flora International","010213",26102,"Darwin Initiative Grant Payment - Fauna & Flora International - Integrating Batwa cultural values into national parks management in Uganda (2012-2015) October - December 2012","CB1 2JD","SME","exempt","DARWDFID","Expense",""
"405","Defra","Core Defra",2013-02-19,"Current Grants E","Policy Delivery DG","University Of Exeter","24011335827",35827,"Darwin Initiative Grant Payment - University of Exeter - Implementing a Darwin Initiative Biodiversity Action Plan for Ascension Island (2012-2015) October - December 2012","EX4 4QJ","","Exempt","DARWINXX","Expense",""
"406","Defra","Core Defra",2013-02-21,"Current Grants E","Policy Delivery DG","Waste & Resources Action Programme","FEB1150213",3443075,"Grant Payment  - Waste & Resources Action Programme","OX16 0AH","","exempt","00000000","Expense",""
"407","Defra","Core Defra",2013-02-01,"Application Services/Applications Delivery","Chief Operating Officer DG","IBM United Kingdom Ltd","5810120897",43092.26,"Development of standard desktop builds","GU1 2LD","","FRW10040-00","P12TR150","Expense",""
"408","Defra","Core Defra",2013-02-11,"Work package/WPO Implementation","Chief Operating Officer DG","IBM United Kingdom Ltd","5810121266",36127.83,"IT Technology Refresh - September 2012","GU1 2LD","","FRW10040-00","P12TR180","Expense",""
"409","Defra","Core Defra",2013-02-01,"Work package/WPO Implementation","Chief Operating Officer DG","IBM United Kingdom Ltd","5801130520",43156.43,"IT Technology Refresh ","GU1 2LD","","FRW10040-00","P12TR180","Expense",""
"410","Defra","Core Defra",2013-02-19,"Work package/WPO Implementation","Chief Operating Officer DG","IBM United Kingdom Ltd","5801131262",27355.73,"Websphere Process Choreographer Replacement","GU1 2LD","","FRW10040-00","P12TR100","Expense",""
"411","Defra","Core Defra",2013-02-01,"Application Services/Applications Delivery","Chief Operating Officer DG","IBM United Kingdom Ltd","5812122014",51470.64,"Anti Virus Technology Refresh","GU1 2LD","","FRW10040-00","P0300010","Expense",""
"412","Defra","Core Defra",2013-02-27,"Contractor - Management Cover","Chief Operating Officer DG","Detica Ltd","1052490",82620,"Costs of consultant providing specialist Information Assurance and IT security advice - Oct 12 - Jan 13","GU2 7YP","SME","","00000000","Expense",""
"413","Defra","Core Defra",2013-02-21,"Other Current Payments E","Policy Delivery DG","Forest Research Agency","R0007373",41250,"Flood defence work for Pickering phase 2 2011/12 - Slowing the flow at Pickering ","GU10 4LH","","exempt","00000000","Expense",""
