CODICE_MUSEO,CODICE_SEDE,PROVINCIA_SEDE,COMUNE_SEDE,DENOMINAZIONE_MUSEO,DENOMINAZIONE_SEDE,INDIRIZZO_SEDE,FRAZIONE_SEDE,CAP_SEDE,TELEFONO_SEDE,FAX_SEDE,EMAIL_SEDE,SITO_WEB_SEDE,SITO_WEB_SEDE_1,NOTE_SEDE,TIPO_RICONOSCIMENTO,TIPOLOGIA_MUSEO,TIPOLOGIA_ENTE_PROPRIETARIO,APERTURA_SEDE,TIPO_CHIUSURA,MOTIVAZIONE_CHIUSURA_TEMPO_DET,NOTE_APERTURA,DESCRIZIONE_ORARI_APERTURA,CHIUSURA_SETTIMANALE,NOTE_ORARI_APERTURA,PARCHEGGI_VICINI,PARCHEGGI_PERS_DISABILITA,BIGLIETTERIA,GUARDAROBA,AREA_ACCOGLIENZA,BOOKSHOP,CAFFETTERIA,AREA_ASSISTENZA_INFANZIA,NOTE_SPAZI_SERVIZIO_PUBBLICO,LABORATORIO_FOTOGRAFICO,LABORATORIO_RESTAURO,LABORATORIO_PREPARAZIONE,LABORATORIO_ANALISI,NOTE_LABORATORI,SERVIZI_IGIENICI,SERV_IG_PERS_DISABILITA,DOTAZ_INFORMATICHE_STUDIO,DOTAZ_INFORMATICHE_AREE_ESP,TIPO_ACCESSO_PERS_DISABILITA,GRATUITO_PAGAMENTO,GIORNO_INGRESSO_GRATIS,PREZZO_INTERO_EURO,PREZZO_RIDOTTO_EURO,PREZZO_GRUPPI_EURO,PREZZO_SCUOLE_EURO,PREZZO_ALTRO_EURO,BIGLIETTO_CUMULATIVO,FIDELIZZAZIONE,ABBONAMENTO,NOTE_MODALITA_ACCESSO,ANNO_RIF_VISITATORI,TOTALE_VISITATORI,SINGOLI,UNDER_18_OVER_65,GRUPPI_SCOLASTICI,GRUPPI_ORGANIZZATI,NOTE_AFFLUENZA_PUBBLICO,STORICO_VISITATORI,DOTATO_CARTA_SERVIZI,SERVIZIO_EDUCATIVO,BIBLIOTECA,FOTOTECA,ARCHIVIO,DEPOSITI_CONSULTABILI,ALTRO,NOTE_SERVIZI_UTENTI,DISP_SERVIZI_ONLINE,PRENOTAZIONE_ONLINE,ACQUISTI_ONLINE,CONSULTAZIONE_ARCHIVI_ONLINE,NOTE_SERVIZI_ONLINE,WGS84_X,WGS84_Y,LOCATION
444,2562,BS,BIENNO,"MUSEO ETNOGRAFICO DEL FERRO, DELLE ARTI E DELLE TRADIZIONI POPOLARI",Fucina Laboratorio,Via Artigiani,,25040,0364306008,0364406610,info@comune.bienno.bs.it,http://www.comune.bienno.bs.it,,,Museo,Etnografica e Antropologica,COMUNE,SI,,,,Da martedì a domenica dalle 09.00 alle 12.00 e dalle 14.00 alle 17.00 anche su richiesta.,Lunedì,Su prenotazione può essere aperto il lunedì,SI,SI,NO,NO,SI,SI,NO,SI,,NO,NO,SI,NO,Laboratori di forgiatura.,SI,SI,SI,SI,ACCESSO PARZIALE,A PAGAMENTO,solo in occasione di eventi particolari,2,1.5,,,1,NO,NO,NO,"Per le strutture ricettive e Agenzie Viaggi il biglietto ha una riduzione del 50%
I biglietti vengono venduti anche presso l'ufficio turistico sito in piazza Liberazione a Bienno.

Le tariffe deliberate sono anche: Euro 3,00 Intero per ingresso a più musei ed Euro 2,00 Ridotto per ingresso più Musei.",2019,4015,1086,,1254,1675,,(2019:4015)|(2018:4015)|(2017:5033)|(2016:4560)|(2015:4200),NO,SI,SI,NO,SI,SI,NO,BIBLIOTECA COMUNALE CON SEZIONE ETNOGRAFICA CONTENENTE TESTI ATTINENTI L'ATTIVITA' DI LAVORAZIONE DEL FERRO E STUDI SCIENTIFICI AD ESSA COLLEGATI.,SI,SI,NO,NO,,10.2890965,45.9337396,"(45.9337396, 10.2890965)"
3764,3597,CR,CREMONA,Fondazione Museo del Violino Antonio Stradivari Cremona,Palazzo dell'Arte,"piazza Marconi, 5",,,0372801801,0372801888,info@museodelviolino.org,http://www.museodelviolino.org,,,Museo,Specializzato,COMUNE,SI,,,,"La sede museale, intendendo con essa Museo del Violino, Padiglione Andrea Amati per le esposizioni temporanee (quando presenti) e Bookshop interno, è aperta tutti i giorni dal martedì alla domenica con orario continuato dalle 10 alle 18.
L'Auditorium Giovanni Arvedi è aperto solo in occasione di eventi o spettacoli musicali, con orari dedicati e specificati volta per volta anche attraverso il sito www.museodelviolino.org",Lunedì,,SI,SI,SI,SI,NO,SI,SI,NO,,NO,NO,NO,SI,,SI,SI,,SI,ACCESSO TOTALE,A PAGAMENTO,,10,7,7,5,,SI,SI,SI,"1) In merito alle tariffe e modalità di ingresso si specifica che:
in occasione della Notte Europea dei Musei e del giorno di inaugurazione per nuovi allestimenti museali l'ingresso è gratuito
per i bambini fino ai 6 anni l'ingresso è gratuito
le visite guidate per gruppi fino a 15 persone hanno un costo totale di 30,00 euro; per gruppi fino a 25 persone di 50,00 euro; per scolaresche fino a 25 studenti di 30,00 euro
2) In accordo con i musei civici di Cremona sono in vigore i seguenti biglietti cumulativi, acquistabili presso il Museo del Violino o le altre sedi museali qui specificate:
Museo del Violino + Museo Civico + Archeologico 16,00 euro
Museo del Violino + Museo Civico + Archeologico per Scuole 10,00 euro",2019,105206,81013,32405,13624,10569,"Nel numero dei visitatori totali sono stati inclusi anche i 24.253 utenti che hanno partecipato alle audizioni su strumenti storici delle Collezioni Civiche liutarie, esposti al Museo del Violino e suonati nell'Auditorium annesso, in considerazione del fatto che queste audizioni - intitolate non a caso ""Il Suono di Stradivari"" - sono estensione e completamento dell'offerta museale.",(2019:105206)|(2018:85700)|(2017:66424)|(2016:0)|(2015:0),NO,SI,NO,NO,SI,SI,NO,,NO,NO,NO,NO,,10.02352173,45.13157041,"(45.13157041, 10.02352173)"
141,323,CO,COMO,MUSEI CIVICI,Palazzo Giovio,"Piazza Medaglie d'Oro, 1",,22100,031 252550,031 268053,musei.civici@comune.como.it,http://www.comune.como.it,,,Museo,Composito,ENTE PUBBLICO,SI,,,,da martedì a domenica: ore 10.00-18.00,lunedì,,SI,SI,SI,NO,SI,SI,NO,NO,In comune con Museo Storico Garibaldi.,NO,NO,NO,NO,,SI,SI,SI,SI,ACCESSO TOTALE,A PAGAMENTO,Ingresso gratuito la prima domenica di ogni mese.,4,2,2,1,1,SI,SI,SI,"Biglietto ridotto ad 1 euro per studenti, Enti, Istituti, Associazioni convenzionati; ridotto a 2 euro per pensionati.
Biglietto unico per la visita ai Musei Civici, al costo di 6 euro. Il biglietto unico ha validità di tre giorni, quattro se il terzo giorno cade di lunedì, giorno di chiusura dei Musei Civici.",2019,36362,,,,,"Fanno capo ai Musei Civici il Museo Archeologico e Storico, Pinacoteca e Tempio Voltiano. Si segnalano inoltre i 75.930 visitatori di Villa Olmo, bene monumentale ad accesso gratuito.",(2019:36362)|(2018:50295)|(2017:52665)|(2016:52889)|(2015:48280),NO,SI,SI,SI,SI,SI,NO,,SI,NO,NO,SI,Sistema bibliotecario on line.,9.086093,45.8086462,"(45.8086462, 9.086093)"
2203,2265,PV,PAVIA,MUSEI CIVICI,Civici Musei di Pavia - Castello Visconteo,Viale XI Febbraio 35,,27100,0382 399770,0382 303028,museicivici@comune.pv.it,http://www.museicivici.pavia.it,,,Museo,Composito,ENTE LOCALE E SUE FORME ASSOCIATIVE E CONSORTILI,SI,,,,"nei mesi di luglio, agosto, dicembre e gennaio:
da martedì a domenica: 9.00 - 13.30
chiuso lunedì

nei restanti mesi dell'anno:
da martedì a domenica: 10.00 - 17.50
chiuso lunedì",Lunedì,,SI,SI,SI,NO,NO,SI,NO,NO,"Deposito borse/zaini.
L'aula didattica e lo spazio antistante sono adibiti anche a area di sosta e ricreativa per scolaresche in viaggio d'istruzione.",NO,NO,NO,NO,per ciascuno di questi servizi ci si rivolge a laboratori esterni di fiducia,SI,SI,SI,SI,ACCESSO TOTALE,A PAGAMENTO,giornate promozionali,8,4,4,0,9,NO,SI,SI,"Biglietti gratuiti per alcune fasce d'età (fino ai 26 anni, dopo i 70 anni) e per alcune categorie; biglietti ridotti per gruppi convenzionati;
Altro = Biglietto Famiglia (due genitori più figli fino a 18 anni).

dal 1 ottobre 2014 è attiva la MY MUSEUM CARD al costo di 18 euro che consente l'ingresso gratuito per tutto l'anno e l'invito a conferenze, presentazioni e inaugurazioni",2019,43780,,315,1494,3601,,(2019:43780)|(2018:38367)|(2017:105535)|(2016:23736)|(2015:30423),SI,SI,SI,SI,SI,SI,SI,Sono state allestite un'aula didattica e una sala conferenze,SI,SI,NO,SI,Consultazione catalogo biblioteca specialistica con prestito informatizzato; consultazione archivio fotografico; sito web dei Musei Civici con aggiornamenti sulle attività in corso e documentazione delle attività pregresse.,9.1567359,45.191871,"(45.191871, 9.1567359)"
2204,2901,PV,PAVIA,SISTEMA MUSEALE DI ATENEO,Museo di Chimica,"Viale Taramelli, 16",,27100,0382987867,,giorgiogiacomo.mellerio@unipv.it,http://musei.unipv.it,,,Museo,Composito,UNIVERSITA' STATALI - NON STATALI,SI,,,Il Museo è visitabile negli orari di apertura del dipartimento ospitante,"Il Museo è visitabile su richiesta da parte degli studiosi.
Le collezioni sono comunque visibili durante gli orari di apertura del dipartimento ospitante",,,SI,SI,NO,NO,NO,NO,NO,NO,,NO,NO,SI,SI,,SI,SI,SI,NO,ACCESSO TOTALE,A PAGAMENTO,,6,4,,,,NO,NO,NO,"Dal 23 aprile 2016 l'accesso ai musei universitari è a pagamento. Il biglietto d'ingresso, di € 6 (ridotto € 4) ha validità un mese e dà diritto all'accesso a tutti i musei.
L'ingresso è gratuito per gli studenti fino a 26 anni, gli over 65 e i portatori di disabilità. Le scuole accedono gratuitamente e pagano solo la visita guidata € 3 per alunno",2019,29463,,,,,"Dati stimati. Attualmente solo il Museo Kosmos è dotato di biglietteria automatizzata che fornisce reportistica dettagliata. A partire da marzo 2020 è previsto che tutti i Musei acquisiscano un sistema di biglietteria automatizzato, consentendo l'inserimento di dati parziali.",(2019:29463)|(2018:15268)|(2017:10594)|(2016:22194)|(2015:16677),NO,SI,SI,NO,SI,NO,NO,,SI,NO,NO,SI,"E' stato realizzato un sito internet (musei.unipv.eu) dedicato a tutte le collezioni conservate presso l'Università di Pavia, nel quale è possibile reperire informazioni su ubicazione, storia e consistenza delle collezioni, accedere, ove presenti, ai cataloghi informatizzati e compiere, in alcuni casi, visite virtuali.",9.14438121,45.19769592,"(45.19769592, 9.14438121)"
2319,2375,VA,VARESE,MUSEI CIVICI DI VARESE,Museo Archeologico di Villa Mirabello,"Piazza della Motta, 4",,21100,0332 255484,0332 281460,cspa.va@alice.it,http://www.comune.varese.it,http://www.cspa-va.it,,Museo,Composito,COMUNE,SI,,,Nel 2011 è stata aperta la sezione risorgimentale; nel 2012 la sezione prototorica e preistorica,"da martedi' a domenica 9.30-12.30/14.00-18.00
Chiuso: lunedì, (escluso lundì dell'Angelo), 1° gennaio, Pasqua, 1° maggio, 1° novembre, 25 dicembre; 24 e 31 dicembre al pomeriggio.",lunedì,,SI,SI,SI,NO,NO,SI,SI,NO,,NO,NO,SI,SI,"Il laboratorio ha sede nell'ala ovest dove viene sistemato il materiale post scavo. Se necessita lavato, siglato, poi steso su tavoli per assemblaggio, documentazione, foto, primo intervento, restauro, disegno. Qui vi è anche la serie di apparecchiature necessaria per la preparazione del materiale didattico.",SI,SI,NO,NO,ACCESSO TOTALE,A PAGAMENTO,in occasione di particolari eventi,4,2,2,1,0,NO,NO,NO,"Per la sezione risorgimentale a Villa Mirabello l'ingresso è € 2.
Per l'Isolino Virginia l'accesso al museo è pari ad € 2 (intero) ed € 1 (ridotto; per le scuole dei comuni che si affacciano sul lago ogni 10 biglietti uno è gratuito.
Esiste un biglietto cumulativo per tutti i musei civici ad € 5.
Il biglietto ridotto si applica alle convenzioni.",2019,31842,18942,,6851,6049,I dati relativi ai visitatori under 18 e over 60 non sono rilevati.,(2019:31842)|(2018:28997)|(2017:27600)|(2016:33208)|(2015:20502),NO,SI,SI,SI,SI,SI,NO,"La biblioteca del C.S.P.A. e quella d'arte, con sede presso Villa Mirabello, è aperta al pubblico al martedì e al giovedì pomeriggio. Gli altri servizi sono su appuntamento",SI,SI,SI,SI,"Per il museo archeologico è attivo www.cspa-va.it.Oltre alle informazioni di carattere generale, sul sito internet comunale è disponibile un collegamento alle pagine del Castello di Masnago aggiornate sulle attività in corso; esiste un portale www.varesecultura.it in cui si trovano le descrizioni di tutti i musei, oltre che le attività di ognuno aggiornate sul calendario così come le attività culturali in generale promosse dall'Assessorato all Cultura e da asscociazionie privati operanti sul territorio.
Per quanto riguarda il Museo Archeologico di Villa Mirabello è presente nell'ambito del Si.M.Arch. www.simarch.org",8.8245247,45.8159868,"(45.8159868, 8.8245247)"
1888,2443,BG,LOVERE,MUSEO CIVICO DI SCIENZE NATURALI ALESSIO AMIGHETTI,Sede operativa,"Piazza Vittorio Emanuele II,2",,24065,035 983729,,museoscienze.lovere@tin.it,,,"La sede consta di segreteria, di fototeca e della biblioteca",Raccolta Museale,Storia Naturale e scienze naturali,ENTE PUBBLICO,SI,,,"Si tratta di una sede operativa aperta il lunedì, martedì, mercoledì, giovedì e venerdi, dalle ore 9 alle ore 12 per lavori di segreteria, per consultazione pubblica della biblioteca e dell'archivio fotografico.","Lunedì, Martedì,Mercoledì,Giovedì e Venerdì dalle ore 9.00 alle ore 12.00",sabato e domenica,,NO,NO,NO,NO,NO,NO,NO,NO,Nella sede operativa non ci sono spazi per questi servizi.,SI,NO,NO,NO,,NO,,SI,NO,ACCESSO ASSENTE,GRATUITO,,,,,,,NO,SI,NO,"La fidelizzazione si basa sull'accoglienza e sulla disponibilità all'ascolto dei visitatori mettendo a disposizione gratuita delle audioguide,  sull'offerta di CD naturalistici autoprodotti, distribuzione di pubblicazioni affidate al Museo da altri Enti.",2019,3580,,,,,,(2019:3580)|(2018:4527)|(2017:3891)|(2016:3864)|(2015:2470),SI,SI,SI,SI,NO,SI,NO,La biblioteca e la fototeca sono presso la Sede Operativa di Piazza Vitt. Eman. II. a Lovere,SI,SI,NO,SI,Il Museo via mail accetta prenotazioni per visite e per la didattica e fornisce su richiesta  informazioni naturalistiche sul territorio.,10.073836,45.8163318,"(45.8163318, 10.073836)"
61,222,BS,BRESCIA,CIVICI MUSEI DI ARTE E STORIA,Pinacoteca Tosio Martinengo,"Piazza Moretto, 4",,25121,0303774999,0303778014,segreteria@bresciamusei.com,http://www.bresciamusei.com,,La sede della Pinacoteca Tosio Martinengo è chiusa dal gennaio 2009 per ristrutturazione: la riapertura è in programma per il 2018. Le informazioni sotto riportate fanno riferimento alla situazione come si verrà a configurare a lavori conclusi e museo riaperto. Togliere tutto il testo di  questa nota,Museo,Composito,ENTE LOCALE E SUE FORME ASSOCIATIVE E CONSORTILI,SI,,,,"orario invernale:
martedì-domenica 9.30-17.30
orario estivo:
martedì-domenica 10.30-19",lunedì,,SI,SI,SI,SI,SI,SI,SI,NO,Il Museo è chiuso e questi ambienti sono oggetto della progettazione.,NO,NO,NO,NO,,SI,SI,SI,SI,ACCESSO TOTALE,A PAGAMENTO,,10,5.5,7.5,3,,NO,SI,SI,"i prezzi del biglietto inseriti nei punti precedenti si riferiscono al biglietto del solo museo Santa Giulia, vi sono poi altri pressi per il museo delle armi, per il parco archeologico e per le mostre temporanee, sia per la visita al singolo museo che per combinazioni di più eventi. 
La desiderio card è la forma di fidelizzazione applicata ai musei della città.
L'acquisto del biglietto è possibile, oltre che presso le biglietterie museali, anche online.",2019,215414,151237,,52748,11429,"la cifra dei visitatori in ""gruppo organizzato"" si riferisce ad una stima",(2019:215414)|(2018:213295)|(2017:220153)|(2016:202400)|(2015:154817),SI,SI,NO,SI,SI,SI,NO,,SI,SI,NO,SI,"Disponibili in occasione di mostre temporanee
l'acquisto del biglietto, la prenotazione di visite guidate con eventuale assistenza culturale e la partecipazione ai laboratori didattici.
é disponibile la banca dati",10.22623962,45.53477487,"(45.53477487, 10.22623962)"
1801,2363,MN,SAN BENEDETTO PO,MUSEO CIVICO POLIRONIANO,Refettorio dell'Abbazia di Polirone (ex),Piazza Giordano Bruno,,46027,0376620036,0376623021,museo@comune.san-benedetto-po.mn.it,http://www.museocivicopolironiano.it,,,Museo,Etnografica e Antropologica,ENTE LOCALE E SUE FORME ASSOCIATIVE E CONSORTILI,SI,,,,"Dal 1 marzo al 31 ottobre dal martedi al venerdi 9 - 12 e 15 - 18.
Dal 31 ottobre al 28 febbraio dal martedi al venerdi 9 - 12 e 14.30 - 17.30",lunedi,,SI,SI,NO,NO,NO,NO,NO,NO,"L'ex refettorio monastico è inserito in un percorso di visita che comprende più edifici, i servizi di accoglienza si trovano in altre sedi.",NO,NO,NO,NO,Ci si avvale degli spazi del museo civico,SI,SI,SI,NO,ACCESSO TOTALE,A PAGAMENTO,la domenica della settimana europea della cultura,5,4,4,6,,NO,SI,SI,"Percorso didattico per le scuole con operatore specializzato e laboratorio creativo.
Il biglietto si acquista presso l'ufficio IAT Informazione e accoglienza turistica.
Per le famiglie: ogni adulto un bambino gratis (fino ai 17 anni)
Per i residenti € 2,50, gratuito per gli alunni frequentanti l'istituto comprensivo locale.
La visita al museo è inserita anche nel percorso di visita al complesso monastico, in questo caso il costo dei biglietti è il seguente:
€ 8,00 intero, € 7,00 ridotto.",2019,15645,2270,6839,1747,11628,Sono stati conteggiati i visitatori  di tutto il complesso monastico in quanto il biglietto è cumulativo. Nei gruppi organizzati sono state calcolate anche le gratuità,(2019:15645)|(2018:10197)|(2017:12847)|(2016:16611)|(2015:15766),NO,SI,SI,SI,SI,SI,NO,,NO,NO,NO,NO,Il patrimonio della biblioteca del museo è consultabile nel catalogo collettivo provinciale.,10.8926874,45.0959187,"(45.0959187, 10.8926874)"
2356,2409,BG,ROMANO DI LOMBARDIA,MUSEO D'ARTE E CULTURA SACRA,Museo d'Arte e Cultura Sacra,"Vicolo Chiuso, 22",,24058,0363 902507,0363 913868,info@arteculturasacra.com,http://www.arteculturasacra.com,,,Museo,Arte,ENTE ECCLESIASTICO,SI,,,Il museo è stato inaugurato il giorno 14 settembre 2006.,"Mercoledì 9.30 - 12.30
Giovedì	9.30 - 12.30
Venerdì	9.30 - 12.30	15.00 - 19.30
Sabato	9.30 - 12.30	15.00 - 19.30
Domenica 9.30 - 12.30	15.00 - 19.30",,,SI,SI,SI,SI,SI,SI,NO,NO,,NO,NO,SI,NO,,SI,SI,SI,SI,ACCESSO TOTALE,A PAGAMENTO,,5,3,3,2,,SI,NO,NO,"Scolaresche + 1 laboratorio 4 euro
Scolaresche + 2 laboratori 6 euro",2019,4816,3228,2211,1470,118,i visitatori in gruppo organizzato erano tutti over 60,(2019:4816)|(2018:4783)|(2017:5041)|(2016:4861)|(2015:4496),NO,SI,SI,NO,SI,NO,NO,,SI,SI,NO,NO,,9.7565072,45.5196782,"(45.5196782, 9.7565072)"
2168,2209,MI,LAINATE,MUSEO CIVICO IL NINFEO DI LAINATE,Museo Civico il Ninfeo di Lainate - Villa Borromeo  Visconti Litta,"Largo Vittorio Veneto, 12",,20020,02 93598266,02 93571321,cultura@comune.lainate.mi.it,http://www.comune.lainate.mi.it,,,Raccolta Museale,Composito,ENTE PUBBLICO,SI,,,,"Ninfeo: da maggio a ottobre la domenica dalle 15.00 alle 18.00 il sabato dalle 21.00 alle 22.15.
Spazi Villa Visconti Borromeo Litta:
da lunedì a venerdì dalle 9.00 alle 12.15
lunedi' e giovedì dalle 16.30 alle 18.00",,,SI,SI,SI,SI,NO,SI,SI,NO,,NO,NO,NO,NO,,SI,SI,SI,NO,ACCESSO PARZIALE,A PAGAMENTO,,10,7,10,4,,NO,NO,NO,Convenzioni con FAI e TOURING CLUB ITALIANO e convenzioni con altre realtà museali,2019,36798,26960,,3634,6204,Numero visitatori provvisorio,(2019:36798)|(2018:42990)|(2017:43046)|(2016:50114)|(2015:25566),NO,NO,SI,NO,SI,NO,NO,,SI,SI,NO,SI,,9.0262953,45.570907,"(45.570907, 9.0262953)"
2588,2766,MI,MILANO,CIVICHE RACCOLTE GRAFICHE E FOTOGRAFICHE,Civico Archivio Fotografico,Castello Sforzesco,,20121,0288463664,02-884.63811,c.craaifotografico@comune.milano.it,"http://archiviofotografico.milanocastello.it,",,"Telefono Sala Studio 02-884.63836
Altri siti di riferimento:
www.fotografieincomune.it
https://www.facebook.com/CivicoArchivioFotografico",Raccolta Museale,Arte,ENTE LOCALE E SUE FORME ASSOCIATIVE E CONSORTILI,SI,,,,Da martedì a giovedì dalle ore 10.00 alle ore 13.00: consultazione materiali su appuntamento,Lunedì e venerdì,,SI,SI,NO,SI,NO,SI,SI,NO,"Book-shop-servizio in concessione, in condivisione con tutti i musei del Castello Sforzesco. La Caffetteria/ristorinate si trova all'interno del Castello Sforzesc",NO,NO,NO,NO,Il Civico Archivio Fotografico è in grado di fornire file digitali relativi al proprio patrimonio fotografico su richiesta degli utenti con apposita modulistica e procedure formalizzate,SI,SI,SI,NO,ACCESSO TOTALE,GRATUITO,,,,,,,,,,,2019,8413,,,,,,(2019:8413)|(2018:15485)|(2017:9355)|(2016:80691)|(2015:53582),SI,SI,SI,SI,SI,SI,NO,I servizi educativi affidati in concessione sono in condivisione con tutti gli altri Istituti del Castello Sforzesco.,SI,NO,NO,SI,Le banche dati SIRBEC vengono periodicamente aggiornate e fatte confluire sui motori di ricerca on-line degli 3 Istituti Grafiche in Comune e Fotografie in Comune. Le biblioteche della Raccolta Bertarelli e del CAFMI partecipano al Servizio Bibliotecario Nazionale (SBN) nel quale fanno confluire i dati bibliografici.,9.180642,45.4685221,"(45.4685221, 9.180642)"
1982,2671,BG,TREVIGLIO,MUSEO CIVICO ERNESTO  E TERESA DELLA TORRE,EXPLORAZIONE,piazza Cameroni snc,,24047,0363-317502,0363-317503,trevigliomusei@comune.treviglio.bg.it,http://www.explorazione.it,,,Raccolta Museale,Composito,ENTE LOCALE E SUE FORME ASSOCIATIVE E CONSORTILI,SI,,,,DOMENICA 15.00 - 18.00,,,SI,SI,SI,SI,SI,SI,NO,NO,,NO,NO,NO,SI,,SI,SI,SI,SI,ACCESSO TOTALE,GRATUITO,,,,,,,NO,NO,NO,"La gratuità si riferisce a tre delle sedi del Museo Civico. Nella sede denominata Museo Storico Verticale è previsto un biglietto d'ingresso di €5.00 intero, €4.00 under 18, gratuito per i under 6 e €7.00 adulto + ragazzo.",2019,19718,5348,3169,13691,679,dati reali tranne over 60 e under 18 che sono stimati,(2019:19718)|(2018:14864)|(2017:14743)|(2016:5836)|(2015:5000),NO,SI,SI,SI,SI,NO,NO,,NO,NO,NO,NO,,9.5896785,45.5214345,"(45.5214345, 9.5896785)"
922,1063,CO,MAGREGLIO,MUSEO DEL CICLISMO MADONNA DEL GHISALLO,Museo del Ciclismo Madonna del Ghisallo,"Via Gino Bartali, 4",,,031 965885,031 965992,info@museodelghisallo.it,http://www.museodelghisallo.it,,,Museo,Specializzato,FONDAZIONE (ESCLUSA FONDAZIONE BANCARIA),SI,,,"Si garantiscono 25 ore settimani, compresi sabato e domenica. L'orario varia a seconda delle stagioni","dal martedì alla domenica, dalle ore 10.00 alle ore 17.30",lunedì,CHIUSO DA NOVEMBRE A MARZO.,SI,SI,SI,SI,SI,SI,NO,NO,"GUARDAROBA NON CUSTODITO.

LA CAFFETTERIA E' PREDISPOSTA, MA NON E' POSSIBILE ATTIVARE L'ATTIVITA' A CAUSA DI UN VETO DEL COMUNE",NO,NO,SI,NO,,SI,SI,SI,SI,ACCESSO TOTALE,A PAGAMENTO,eventi speciali,6,5,5,3,5,NO,SI,SI,"5,00 laboratori didattici per le scuole
4,00 in caso di gruppi particolari.

Abbiamo aderito all'abbonamento di Regione Lombardia e promuoviamo un nostro abbonamneto specifico.",2019,13474,12821,1820,62,591,,(2019:13474)|(2018:13285)|(2017:11560)|(2016:9808)|(2015:7000),NO,SI,SI,NO,NO,SI,NO,"Biblioteca, archivio fotografico e deposito possono essere consultati solo su appunatento",NO,NO,NO,NO,,9.262294,45.922024,"(45.922024, 9.262294)"
421,2405,SO,CHIAVENNA,MUSEO DEL TESORO,Battistero,"Piazza don Bormetti, 3",,23022,0343 32117,0343 32117,,,,,Raccolta Museale,Arte,ENTE ECCLESIASTICO,SI,,,"Apertura da marzo a maggio sabato e domenica dalle 9 alle 12 e dalle 14 alle 17; da giugno a settembre dal martedì alla domenica dalle 9 alle 12 e dalle 14 alle 18; in ottobre il sabato dalle 9 alle 12 e dalle 14 alle 17. Accesso anche su prenotazione. Lunedì chiuso(orario estivo). 
Dal 24 al 30 dicembre, apertura dalle 14 alle 17. Lunedì chiuso. (orario invernale)Apertura anche su prenotazione.
Il servizio sarà espletato negli orari sopraindicati, salvo durante la celebrazione dei Battesimi.","Apertura da marzo a maggio sabato e domenica dalle 9 alle 12 e dalle 14 alle 17; da giugno a settembre dal martedì alla domenica dalle 9 alle 12 e dalle 14 alle 18; in ottobre il sabato dalle 9 alle 12 e dalle 14 alle 17. Accesso anche su prenotazione. Lunedì chiuso(orario estivo). 
Dal 24 al 30 dicembre, apertura dalle 14 alle 17. Lunedì chiuso. (orario invernale)Apertura anche su prenotazione.
Il servizio sarà espletato negli orari sopraindicati, salvo durante la celebrazione dei Battesimi.",,,SI,SI,NO,NO,NO,NO,NO,NO,Entrata gratuita presso il battistero.,NO,NO,NO,NO,,SI,SI,SI,NO,ACCESSO TOTALE,A PAGAMENTO,giornata del FAI,3.1,1.6,1.6,1.6,1.6,SI,NO,NO,I biglietti cumulativi sono in vendita anche presso il Consorzio per la Promozione Turistica della Valchiavenna,2019,3437,1487,,719,1231,,(2019:3437)|(2018:2848)|(2017:3523)|(2016:3053)|(2015:12064),NO,SI,SI,SI,SI,NO,NO,"Servizio educativo in convenzione con il Sistema Museale
Consultabili su appuntamento",NO,NO,NO,NO,Il sito Web è in fase di realizzazione,9.4061492,46.3212754,"(46.3212754, 9.4061492)"
